NOM_SC;NOM_FR;COMMUNE;CODE_INSEE;DATE_OBS
Motacilla flava Linnaeus, 1758;Bergeronnette printanière;CHATENAY MALABRY;92019;2003-01-01
Myotis brandtii (Eversmann, 1845);Murin de Brandt;RUEIL MALMAISON;92063;2003-01-01
Nalassus laevioctostriatus (Goeze, 1777);;CHATENAY MALABRY;92019;2003-01-01
Nemozoma elongatum (Linnaeus, 1761);;MEUDON;92048;2003-01-01
Notolaemus unifasciatus (Latreille, 1804);;MEUDON;92048;2003-01-01
Omalisus fontisbellaquaei Geoffroy, 1785;;VILLE D AVRAY;92077;2003-01-01
Otiorhynchus auropunctatus Gyllenhal, 1834;;MEUDON;92048;2003-01-01
Palorus depressus (Fabricius, 1790);;VILLE D AVRAY;92077;2003-01-01
Paromalus flavicornis (Herbst, 1792);;MEUDON;92048;2003-01-01
Parus ater Linnaeus, 1758;Mésange noire;CHATENAY MALABRY;92019;2003-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;ANTONY;92002;2003-01-01
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;CHATENAY MALABRY;92019;2003-01-01
Plegaderus dissectus Erichson, 1839;;VILLE D AVRAY;92077;2003-01-01
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;ANTONY;92002;2003-01-01
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;CHATENAY MALABRY;92019;2003-01-01
Pyrrhidium sanguineum (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Pyrrhidium sanguineum (Linnaeus, 1758);;VILLE D AVRAY;92077;2003-01-01
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;CHATENAY MALABRY;92019;2003-01-01
Rhizophagus perforatus Erichson, 1845;;CHATENAY MALABRY;92019;2003-01-01
Scolytus intricatus (Ratzeburg, 1837);;CHATENAY MALABRY;92019;2003-01-01
Scolytus rugulosus (MÃ¼ller, 1818);;CHATENAY MALABRY;92019;2003-01-01
Serica brunnea (Linnaeus, 1758);;VILLE D AVRAY;92077;2003-01-01
Serinus serinus (Linnaeus, 1766);Serin cini;ANTONY;92002;2003-01-01
Silvanus bidentatus (Fabricius, 1792);;CHATENAY MALABRY;92019;2003-01-01
Sitta europaea Linnaeus, 1758;Sittelle torchepot;CHATENAY MALABRY;92019;2003-01-01
Soronia oblonga C. Brisout de Barneville, 1863;;CHATENAY MALABRY;92019;2003-01-01
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;ANTONY;92002;2003-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;CHATENAY MALABRY;92019;2003-01-01
Thymalus limbatus (Fabricius, 1787);;VILLE D AVRAY;92077;2003-01-01
Tomoxia bucephala (Costa, 1854);;CHATENAY MALABRY;92019;2003-01-01
Tritoma bipustulata Fabricius, 1775;;CHATENAY MALABRY;92019;2003-01-01
Trixagus atticus Reitter, 1921;;CHATENAY MALABRY;92019;2003-01-01
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;CHATENAY MALABRY;92019;2003-01-01
Tropideres albirostris (Schaller, 1783);;MEUDON;92048;2003-01-01
Trypodendron lineatum (Olivier, 1795);;MEUDON;92048;2003-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;ANTONY;92002;2003-01-01
Xyleborus dryographus (Ratzeburg, 1837);;CHATENAY MALABRY;92019;2003-01-01
Xyleborus monographus (Fabricius, 1792);;CHATENAY MALABRY;92019;2003-01-01
Xyleborus monographus (Fabricius, 1792);;MEUDON;92048;2003-01-01
Bufo bufo (Linnaeus, 1758);Crapaud commun;RUEIL MALMAISON;92063;2004-01-03
Rana temporaria Linnaeus, 1758;Grenouille rousse;RUEIL MALMAISON;92063;2004-01-03
Lissotriton helveticus (Razoumowsky, 1789);Triton palmé;CHATENAY MALABRY;92019;2004-03-05
Acrocephalus scirpaceus (Hermann, 1804);Rousserolle effarvatte;VILLENEUVE LA GARENNE;92078;2004-12-05
Carduelis carduelis (Linnaeus, 1758);Chardonneret élégant;VILLENEUVE LA GARENNE;92078;2004-12-05
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;VILLENEUVE LA GARENNE;92078;2004-12-05
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;VILLENEUVE LA GARENNE;92078;2004-12-05
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;VILLENEUVE LA GARENNE;92078;2004-12-05
Parus caeruleus Linnaeus, 1758;Mésange bleue;VILLENEUVE LA GARENNE;92078;2004-12-05
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;VILLENEUVE LA GARENNE;92078;2004-12-05
Pica pica (Linnaeus, 1758);Pie bavarde;VILLENEUVE LA GARENNE;92078;2004-12-05
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;GENNEVILLIERS;92036;2004-12-05
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;VILLENEUVE LA GARENNE;92078;2004-12-05
Anas platyrhynchos Linnaeus, 1758;Canard colvert;VILLENEUVE LA GARENNE;92078;2004-05-25
Apus apus (Linnaeus, 1758);Martinet noir;GENNEVILLIERS;92036;2004-05-25
Apus apus (Linnaeus, 1758);Martinet noir;VILLENEUVE LA GARENNE;92078;2004-05-25
Carduelis chloris (Linnaeus, 1758);Verdier d'Europe;VILLENEUVE LA GARENNE;92078;2004-05-25
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;VILLENEUVE LA GARENNE;92078;2004-05-25
Columba palumbus Linnaeus, 1758;Pigeon ramier;VILLENEUVE LA GARENNE;92078;2004-05-25
Contopus cooperi (Swainson, 1832);Moucherolle à côtés olive;VILLENEUVE LA GARENNE;92078;2004-05-25
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;GENNEVILLIERS;92036;2004-05-25
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;VILLENEUVE LA GARENNE;92078;2004-05-25
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;VILLENEUVE LA GARENNE;92078;2004-05-25
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;GENNEVILLIERS;92036;2004-05-25
Papilio maroni;;VILLENEUVE LA GARENNE;92078;2004-05-25
Parus caeruleus Linnaeus, 1758;Mésange bleue;VILLENEUVE LA GARENNE;92078;2004-05-25
Pimeria viequensis;;VILLENEUVE LA GARENNE;92078;2004-05-25
Sylvia borin (Boddaert, 1783);Fauvette des jardins;VILLENEUVE LA GARENNE;92078;2004-05-25
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;GENNEVILLIERS;92036;2004-05-25
Agriphila tristella (Denis & SchiffermÃ¼ller, 1775);;MEUDON;92048;2004-01-06
Celastrina argiolus (Linnaeus, 1758);Azuré des Nerpruns (L'), Argus à bande noire (L'), Argus bordé (L'), Argiolus (L');MEUDON;92048;2004-01-06
Epirrhoe alternata (MÃ¼ller, 1764);;MEUDON;92048;2004-01-06
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');MEUDON;92048;2004-01-06
Thyatira batis (Linnaeus, 1758);;MEUDON;92048;2004-01-06
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');MEUDON;92048;2004-01-06
Aeshna cyanea (MÃ¼ller, 1764);;SCEAUX;92071;2004-01-10
Andrena nitida (MÃ¼ller, 1776);;SCEAUX;92071;2004-01-10
Bombus terrestris (Linnaeus, 1758);;SCEAUX;92071;2004-01-10
Coenonympha pamphilus (Linnaeus, 1758);Fadet commun (Le), Procris (Le), Petit Papillon des foins (Le), Pamphile (Le);SCEAUX;92071;2004-01-10
Cosmia trapezina (Linnaeus, 1758);;SCEAUX;92071;2004-01-10
Cyclophora annularia (Fabricius, 1775);;SCEAUX;92071;2004-01-10
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');SCEAUX;92071;2004-01-10
Lasiocampa quercus quercus (Linnaeus, 1758);;SCEAUX;92071;2004-01-10
Myotis daubentonii (Kuhl, 1817);Vespertilion nathaline, Vespertilion de Daubenton;SCEAUX;92071;2004-01-10
Mythimna albipuncta (Denis & SchiffermÃ¼ller, 1775);;SCEAUX;92071;2004-01-10
Noctua comes HÃ¼bner, 1813;;SCEAUX;92071;2004-01-10
Polygonia c-album (Linnaeus, 1758);Gamma (Le), Robert-le-diable (Le), C-blanc (Le), Dentelle (La), Vanesse Gamma (La), Papillon-C (Le);SCEAUX;92071;2004-01-10
Sideridis rivularis (Fabricius, 1775);;SCEAUX;92071;2004-01-10
Agrotis exclamationis (Linnaeus, 1758);;SCEAUX;92071;2005-01-01
Anas platyrhynchos Linnaeus, 1758;Canard colvert;ANTONY;92002;2005-01-01
Apus apus (Linnaeus, 1758);Martinet noir;VAUCRESSON;92076;2005-01-01
Arvicola terrestris (Linnaeus, 1758);Campagnol terrestre;MEUDON;92048;2005-01-01
Autographa gamma (Linnaeus, 1758);;SCEAUX;92071;2005-01-01
Carduelis carduelis (Linnaeus, 1758);Chardonneret élégant;ANTONY;92002;2005-01-01
Carduelis carduelis (Linnaeus, 1758);Chardonneret élégant;LE PLESSIS ROBINSON;92060;2005-01-01
Cilix glaucata (Scopoli, 1763);;SCEAUX;92071;2005-01-01
Columba palumbus Linnaeus, 1758;Pigeon ramier;FONTENAY AUX ROSES;92032;2005-01-01
Columba palumbus Linnaeus, 1758;Pigeon ramier;LE PLESSIS ROBINSON;92060;2005-01-01
Corvus corone Linnaeus, 1758;Corneille noire;FONTENAY AUX ROSES;92032;2005-01-01
Crocidura russula (Hermann, 1780);Crocidure musette;MEUDON;92048;2005-01-01
Dendrocopos major (Linnaeus, 1758);Pic épeiche;LE PLESSIS ROBINSON;92060;2005-01-01
Dysstroma truncata (Hufnagel, 1767);;SCEAUX;92071;2005-01-01
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;ANTONY;92002;2005-01-01
Eupithecia centaureata (Denis & SchiffermÃ¼ller, 1775);;SCEAUX;92071;2005-01-01
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;ANTONY;92002;2005-01-01
Lasiocampa quercus (Linnaeus, 1758);Bombyx du Chêne (Le);MEUDON;92048;2005-01-01
Lycaena phlaeas (Linnaeus, 1761);Cuivré commun (Le), Argus bronzé (L'), Bronzé (Le);MEUDON;92048;2005-01-01
Miltochrista miniata (Forster, 1771);;SCEAUX;92071;2005-01-01
Motacilla alba Linnaeus, 1758;Bergeronnette grise;CHATENAY MALABRY;92019;2005-01-01
Nomophila noctuella (Denis & SchiffermÃ¼ller, 1775);;MEUDON;92048;2005-01-01
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');MEUDON;92048;2005-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;FONTENAY AUX ROSES;92032;2005-01-01
Pica pica (Linnaeus, 1758);Pie bavarde;CHATENAY MALABRY;92019;2005-01-01
Pica pica (Linnaeus, 1758);Pie bavarde;VAUCRESSON;92076;2005-01-01
Picus viridis Linnaeus, 1758;Pic vert, Pivert;CHATENAY MALABRY;92019;2005-01-01
Picus viridis Linnaeus, 1758;Pic vert, Pivert;VAUCRESSON;92076;2005-01-01
Protodeltote pygarga (Hufnagel, 1766);;SCEAUX;92071;2005-01-01
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;CHATILLON;92020;2005-01-01
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;MALAKOFF;92046;2005-01-01
Pterostoma palpina (Clerck, 1759);;SCEAUX;92071;2005-01-01
Selenia dentaria (Fabricius, 1775);;MEUDON;92048;2005-01-01
Serinus serinus (Linnaeus, 1766);Serin cini;FONTENAY AUX ROSES;92032;2005-01-01
Serinus serinus (Linnaeus, 1766);Serin cini;MEUDON;92048;2005-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;CHATENAY MALABRY;92019;2005-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;VAUCRESSON;92076;2005-01-01
Sylvia communis Latham, 1787;Fauvette grisette;VAUCRESSON;92076;2005-01-01
Tachybaptus ruficollis (Pallas, 1764);Grèbe castagneux;ANTONY;92002;2005-01-01
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;BAGNEUX;92007;2005-01-01
Turdus iliacus Linnaeus, 1766;Grive mauvis;ANTONY;92002;2005-01-01
Turdus merula Linnaeus, 1758;Merle noir;CHATENAY MALABRY;92019;2005-01-01
Turdus merula Linnaeus, 1758;Merle noir;LE PLESSIS ROBINSON;92060;2005-01-01
Turdus merula Linnaeus, 1758;Merle noir;VAUCRESSON;92076;2005-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;ANTONY;92002;2005-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;LE PLESSIS ROBINSON;92060;2005-01-01
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;LEVALLOIS PERRET;92044;2005-01-06
Andrena carantonica Perez, 1902;;MEUDON;92048;2005-01-06
Andrena carantonica Perez, 1902;;SEVRES;92072;2005-01-06
Andrena dorsata (Kirby, 1802);;MEUDON;92048;2005-01-06
Apis mellifera Linnaeus, 1758;;MEUDON;92048;2005-01-06
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;CHATENAY MALABRY;92019;2005-01-06
Cilix glaucata (Scopoli, 1763);;MEUDON;92048;2005-01-06
Colostygia pectinataria (Knoch, 1781);;MEUDON;92048;2005-01-06
Colostygia pectinataria (Knoch, 1781);;SEVRES;92072;2005-01-06
Columba palumbus Linnaeus, 1758;Pigeon ramier;LEVALLOIS PERRET;92044;2005-01-06
Corvus corone Linnaeus, 1758;Corneille noire;MEUDON;92048;2005-01-06
Drepana falcataria (Linnaeus, 1758);;MEUDON;92048;2005-01-06
Erinaceus europaeus Linnaeus, 1758;Hérisson d'Europe;MEUDON;92048;2005-01-06
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;NEUILLY SUR SEINE;92051;2005-01-06
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;CHATENAY MALABRY;92019;2005-01-06
Gonepteryx rhamni (Linnaeus, 1758);Citron (Le), Limon (Le), Piéride du Nerprun (La);MEUDON;92048;2005-01-06
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');MEUDON;92048;2005-01-06
Larus ridibundus Linnaeus, 1766;Mouette rieuse;LEVALLOIS PERRET;92044;2005-01-06
Martes foina (Erxleben, 1777);Fouine;CHATENAY MALABRY;92019;2005-01-06
Martes foina (Erxleben, 1777);Fouine;LEVALLOIS PERRET;92044;2005-01-06
Nomophila noctuella (Denis & SchiffermÃ¼ller, 1775);;SEVRES;92072;2005-01-06
Parus caeruleus Linnaeus, 1758;Mésange bleue;LEVALLOIS PERRET;92044;2005-01-06
Peribatodes rhomboidaria (Denis & SchiffermÃ¼ller, 1775);;SEVRES;92072;2005-01-06
Phlogophora meticulosa (Linnaeus, 1758);;MEUDON;92048;2005-01-06
Phlogophora meticulosa (Linnaeus, 1758);;SEVRES;92072;2005-01-06
Picus viridis Linnaeus, 1758;Pic vert, Pivert;MEUDON;92048;2005-01-06
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);SEVRES;92072;2005-01-06
Rattus norvegicus (Berkenhout, 1769);Rat surmulot, Surmulot, Rat d'égout;LEVALLOIS PERRET;92044;2005-01-06
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;LEVALLOIS PERRET;92044;2005-01-06
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;NEUILLY SUR SEINE;92051;2005-01-06
Sylvia curruca (Linnaeus, 1758);Fauvette babillarde;MEUDON;92048;2005-01-06
Tetrix subulata (Linnaeus, 1758);Tétrix riverain, Tétrix subulé, Tétrix subulée, Criquet à corselet allongé;SEVRES;92072;2005-01-06
Trachemys scripta elegans (Wied, 1839);Trachémyde à tempes rouges, tortue de Floride;NEUILLY SUR SEINE;92051;2005-01-06
Trichius fasciatus (Linnaeus, 1758);;MEUDON;92048;2005-01-06
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;LEVALLOIS PERRET;92044;2005-01-06
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;MEUDON;92048;2005-01-06
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;NEUILLY SUR SEINE;92051;2005-01-06
Turdus merula Linnaeus, 1758;Merle noir;LEVALLOIS PERRET;92044;2005-01-06
Turdus merula Linnaeus, 1758;Merle noir;NEUILLY SUR SEINE;92051;2005-01-06
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');MEUDON;92048;2005-01-06
Sympetrum sanguineum (MÃ¼ller, 1764);;MEUDON;92048;2005-05-07
Bufo bufo (Linnaeus, 1758);Crapaud commun;RUEIL MALMAISON;92063;2006-01-03
Rana temporaria Linnaeus, 1758;Grenouille rousse;VILLE D AVRAY;92077;2006-03-23
Rana temporaria Linnaeus, 1758;Grenouille rousse;MEUDON;92048;2006-03-24
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;MEUDON;92048;2006-03-28
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;CHAVILLE;92022;2006-03-28
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;MEUDON;92048;2006-03-28
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;CHAVILLE;92022;2006-03-28
Parus caeruleus Linnaeus, 1758;Mésange bleue;CHAVILLE;92022;2006-03-28
Parus major Linnaeus, 1758;Mésange charbonnière;MEUDON;92048;2006-03-28
Picus viridis Linnaeus, 1758;Pic vert, Pivert;CHAVILLE;92022;2006-03-28
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;CHAVILLE;92022;2006-03-28
Turdus merula Linnaeus, 1758;Merle noir;MEUDON;92048;2006-03-28
Turdus viscivorus Linnaeus, 1758;Grive draine;CHAVILLE;92022;2006-03-28
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;MEUDON;92048;2006-03-29
Columba oenas Linnaeus, 1758;Pigeon colombin;CLAMART;92023;2006-03-29
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;CLAMART;92023;2006-03-29
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;MEUDON;92048;2006-03-29
Parus caeruleus Linnaeus, 1758;Mésange bleue;MEUDON;92048;2006-03-29
Parus major Linnaeus, 1758;Mésange charbonnière;CLAMART;92023;2006-03-29
Parus palustris Linnaeus, 1758;Mésange nonnette;CLAMART;92023;2006-03-29
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;MEUDON;92048;2006-03-29
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;CLAMART;92023;2006-03-29
Accipiter nisus (Linnaeus, 1758);Épervier d'Europe;CHAVILLE;92022;2006-03-31
Columba palumbus Linnaeus, 1758;Pigeon ramier;CHAVILLE;92022;2006-03-31
Columba palumbus Linnaeus, 1758;Pigeon ramier;SEVRES;92072;2006-03-31
Dendrocopos major (Linnaeus, 1758);Pic épeiche;MEUDON;92048;2006-03-31
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;SEVRES;92072;2006-03-31
Parus caeruleus Linnaeus, 1758;Mésange bleue;MEUDON;92048;2006-03-31
Parus major Linnaeus, 1758;Mésange charbonnière;MEUDON;92048;2006-03-31
Sitta europaea Linnaeus, 1758;Sittelle torchepot;CHAVILLE;92022;2006-03-31
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;CLAMART;92023;2006-07-04
Sitta europaea Linnaeus, 1758;Sittelle torchepot;CLAMART;92023;2006-07-04
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;MEUDON;92048;2006-09-04
Columba palumbus Linnaeus, 1758;Pigeon ramier;CHAVILLE;92022;2006-09-04
Columba palumbus Linnaeus, 1758;Pigeon ramier;MEUDON;92048;2006-09-04
Dendrocopos major (Linnaeus, 1758);Pic épeiche;MEUDON;92048;2006-09-04
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;CHAVILLE;92022;2006-09-04
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;MEUDON;92048;2006-09-04
Parus caeruleus Linnaeus, 1758;Mésange bleue;MEUDON;92048;2006-09-04
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;MEUDON;92048;2006-09-04
Picus viridis Linnaeus, 1758;Pic vert, Pivert;MEUDON;92048;2006-09-04
Regulus ignicapillus (Temminck, 1820);Roitelet à triple bandeau;MEUDON;92048;2006-09-04
Turdus merula Linnaeus, 1758;Merle noir;CHAVILLE;92022;2006-09-04
Turdus torquatus Linnaeus, 1758;Merle à plastron;MEUDON;92048;2006-09-04
Columba oenas Linnaeus, 1758;Pigeon colombin;MEUDON;92048;2006-10-04
Parus caeruleus Linnaeus, 1758;Mésange bleue;MEUDON;92048;2006-10-04
Parus palustris Linnaeus, 1758;Mésange nonnette;MEUDON;92048;2006-10-04
Serinus serinus (Linnaeus, 1766);Serin cini;MEUDON;92048;2006-10-04
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;MEUDON;92048;2006-10-04
Dendrocopos major (Linnaeus, 1758);Pic épeiche;CHAVILLE;92022;2006-04-18
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;MEUDON;92048;2006-04-18
Parus major Linnaeus, 1758;Mésange charbonnière;CHAVILLE;92022;2006-04-18
Pica pica (Linnaeus, 1758);Pie bavarde;SEVRES;92072;2006-04-18
Sitta europaea Linnaeus, 1758;Sittelle torchepot;SEVRES;92072;2006-04-18
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;MEUDON;92048;2006-04-18
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;MEUDON;92048;2006-04-21
Carduelis flammea (Linnaeus, 1758);Sizerin flammé;MEUDON;92048;2006-04-21
Columba palumbus Linnaeus, 1758;Pigeon ramier;MEUDON;92048;2006-04-21
Parus major Linnaeus, 1758;Mésange charbonnière;MEUDON;92048;2006-04-21
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;CLAMART;92023;2006-04-26
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;CLAMART;92023;2006-04-26
Columba palumbus Linnaeus, 1758;Pigeon ramier;CLAMART;92023;2006-04-26
Dendrocopos major (Linnaeus, 1758);Pic épeiche;MEUDON;92048;2006-04-26
Dendrocopos major (Linnaeus, 1758);Pic épeiche;SEVRES;92072;2006-04-26
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;CLAMART;92023;2006-04-26
Larus ridibundus Linnaeus, 1766;Mouette rieuse;CLAMART;92023;2006-04-26
Parus caeruleus Linnaeus, 1758;Mésange bleue;CHAVILLE;92022;2006-04-26
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;SEVRES;92072;2006-04-26
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;CLAMART;92023;2006-04-26
Sitta europaea Linnaeus, 1758;Sittelle torchepot;CLAMART;92023;2006-04-26
Sitta europaea Linnaeus, 1758;Sittelle torchepot;SEVRES;92072;2006-04-26
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;SEVRES;92072;2006-04-26
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;CLAMART;92023;2006-04-26
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;SEVRES;92072;2006-04-26
Coccothraustes coccothraustes (Linnaeus, 1758);Grosbec casse-noyaux;MEUDON;92048;2006-04-30
Columba livia Gmelin, 1789;Pigeon biset;CHAVILLE;92022;2006-04-30
Columba palumbus Linnaeus, 1758;Pigeon ramier;MEUDON;92048;2006-04-30
Parus caeruleus Linnaeus, 1758;Mésange bleue;MEUDON;92048;2006-04-30
Sitta europaea Linnaeus, 1758;Sittelle torchepot;CHAVILLE;92022;2006-04-30
Accipiter nisus (Linnaeus, 1758);Épervier d'Europe;CHATENAY MALABRY;92019;2006-02-05
Apodemus sylvaticus (Linnaeus, 1758);Mulot sylvestre;LE PLESSIS ROBINSON;92060;2006-02-05
Dendrocopos major (Linnaeus, 1758);Pic épeiche;CHATENAY MALABRY;92019;2006-02-05
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;CHATENAY MALABRY;92019;2006-02-05
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;CHATENAY MALABRY;92019;2006-02-05
Parus caeruleus Linnaeus, 1758;Mésange bleue;CHATENAY MALABRY;92019;2006-02-05
Picus viridis Linnaeus, 1758;Pic vert, Pivert;CHATENAY MALABRY;92019;2006-02-05
Regulus regulus (Linnaeus, 1758);Roitelet huppé;CHATENAY MALABRY;92019;2006-02-05
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;CHATENAY MALABRY;92019;2006-02-05
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;CHATENAY MALABRY;92019;2006-05-05
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;CHATENAY MALABRY;92019;2006-05-05
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;CHATENAY MALABRY;92019;2006-05-05
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;CHATENAY MALABRY;92019;2006-11-05
Columba oenas Linnaeus, 1758;Pigeon colombin;CHATENAY MALABRY;92019;2006-11-05
Dendrocopos major (Linnaeus, 1758);Pic épeiche;CHATENAY MALABRY;92019;2006-11-05
